k_h	[-3.656585216522217, -3.770822048187256, -3.801520347595215, -3.623171329498291, -3.502194881439209, -3.4336512088775635, -3.4063258171081543, -3.379974126815796, -3.366685390472412, -3.408945322036743, -3.484565019607544, -3.590358257293701, -3.7129523754119873, -3.709017038345337, -3.6696512699127197, -3.6119508743286133, -3.554016351699829, -3.5275251865386963, -3.531445264816284, -3.527712821960449, -3.544973611831665, -3.5771145820617676, -3.581918478012085, -3.675457000732422, -3.744218349456787, -3.787421226501465, -3.821016550064087, -3.860617160797119, -3.8856828212738037, -3.906416416168213, -3.9253017902374268, -3.951324701309204, -3.971799850463867, -3.9830539226531982, -3.912153720855713, -3.975908041000366, -3.9761037826538086, -3.977754831314087, -3.974151611328125, -3.985823154449463, -4.011980056762695, -4.0478129386901855, -4.093153953552246, -4.134790897369385, -4.0442399978637695, -4.193482398986816, -4.236252307891846, -4.276697158813477, -4.156741142272949, -4.3354387283325195, -4.366575717926025, -4.217523097991943, -4.434475421905518, -4.274209976196289, -4.4073286056518555, -4.276391983032227, -4.414808750152588, -4.254064559936523, -4.3478312492370605, -4.337699890136719, -4.285563945770264, -4.324373722076416, -4.361527919769287, -4.382762432098389, -4.42073917388916, -4.455355644226074, -4.49953556060791, -4.541370391845703, -4.583359718322754, -4.617438316345215, -4.649558067321777, -4.62229061126709, -4.683422088623047, -4.687141418457031, -4.632265567779541, -4.690791130065918, -4.606789588928223, -4.6485419273376465, -4.6221113204956055, -4.579700469970703, -4.611800193786621, -4.609951496124268, -4.615759372711182, -4.624943733215332, -4.64992618560791, -4.67334508895874, -4.691125869750977, -4.746042251586914, -4.7923431396484375, -4.798633098602295, -4.856316566467285, -4.882501602172852, -4.910531997680664, -4.948510646820068, -4.96279239654541, -4.977756023406982, -4.993565559387207, -4.98801851272583, -4.995676517486572, -5.004172325134277, -4.993856430053711, -4.99222469329834, -4.999077796936035, -5.029460906982422, -5.088244438171387, -5.1720991134643555, -5.282409191131592, -5.391748905181885, -5.520297050476074, -5.6295485496521, -5.763249397277832, -5.891191482543945, -6.018208980560303, -6.139562129974365, -6.231387138366699, -6.315665245056152, -6.377169609069824, -6.413629055023193, -6.44040584564209, -6.4544148445129395, -6.460989952087402, -6.450654983520508, -6.438462257385254, -6.510161399841309, -6.824615955352783, -7.5665202140808105, -8.974769592285156, -11.166972160339355]
u:	[-3.791084051132202, -4.114899635314941, -4.022523403167725, -3.421814441680908, -3.007225751876831, -2.7233359813690186, -2.377718210220337, -1.920855164527893, -1.6636120080947876, -1.8296356201171875, -2.222193479537964, -2.5038063526153564, -2.5658211708068848, -2.3504881858825684, -2.0693271160125732, -1.8405253887176514, -1.7400178909301758, -1.7669368982315063, -1.8680198192596436, -1.9922266006469727, -2.0959861278533936, -2.184000253677368, -2.200828790664673, -2.3287835121154785, -2.4443795680999756, -2.536604881286621, -2.6292834281921387, -2.7167012691497803, -2.7740190029144287, -2.8039710521698, -2.8151543140411377, -2.817233085632324, -2.832765817642212, -2.858036518096924, -2.819911003112793, -2.9329288005828857, -2.9704272747039795, -3.0127196311950684, -3.0602986812591553, -3.1152265071868896, -3.179342269897461, -3.2484805583953857, -3.336855173110962, -3.4223482608795166, -3.3855669498443604, -3.614293098449707, -3.714627504348755, -3.8259034156799316, -3.7809507846832275, -4.053901672363281, -4.164675712585449, -4.112930774688721, -4.4553093910217285, -4.387871742248535, -4.6481194496154785, -4.612997055053711, -4.868457794189453, -4.791038990020752, -4.995954513549805, -5.04950475692749, -5.101110935211182, -5.192859649658203, -5.2916693687438965, -5.340697765350342, -5.437033176422119, -5.505606174468994, -5.606195449829102, -5.642626762390137, -5.708742141723633, -5.756171703338623, -5.767724990844727, -5.752377033233643, -5.789070129394531, -5.77783727645874, -5.693793773651123, -5.710404872894287, -5.575254917144775, -5.574268817901611, -5.5099778175354, -5.431312084197998, -5.422800540924072, -5.399354457855225, -5.3899431228637695, -5.394147872924805, -5.3744964599609375, -5.348811626434326, -5.284729480743408, -5.261275768280029, -5.2335662841796875, -5.19165563583374, -5.215398788452148, -5.22295618057251, -5.251270294189453, -5.311145782470703, -5.353182792663574, -5.398739337921143, -5.436656951904297, -5.455153942108154, -5.4863600730896, -5.531538009643555, -5.597823619842529, -5.6997857093811035, -5.833471298217773, -5.997692584991455, -6.172642230987549, -6.331941604614258, -6.47004508972168, -6.585284233093262, -6.720078945159912, -6.8467888832092285, -6.984405517578125, -7.108492374420166, -7.220930099487305, -7.325828552246094, -7.41478967666626, -7.484893798828125, -7.517756462097168, -7.529878616333008, -7.524175643920898, -7.4931559562683105, -7.459567070007324, -7.420514106750488, -7.4022088050842285, -7.472014427185059, -7.784413814544678, -8.525118827819824, -9.913992881774902, -11.397324562072754]
a6	[-3.406770944595337, -3.6174654960632324, -3.506728410720825, -2.957688331604004, -2.653770685195923, -2.4750776290893555, -2.0628368854522705, -1.4457777738571167, -1.0995256900787354, -1.3062970638275146, -1.8139405250549316, -2.238131284713745, -2.436664342880249, -2.3232853412628174, -2.076033353805542, -1.8246933221817017, -1.6735066175460815, -1.6313735246658325, -1.6802271604537964, -1.7526525259017944, -1.789730429649353, -1.7810684442520142, -1.6343952417373657, -1.5413199663162231, -1.4457335472106934, -1.3703428506851196, -1.3165472745895386, -1.2856135368347168, -1.291304111480713, -1.3387972116470337, -1.4114882946014404, -1.4841810464859009, -1.5498080253601074, -1.5976043939590454, -1.5848314762115479, -1.71156907081604, -1.7504838705062866, -1.7857201099395752, -1.8371847867965698, -1.891554355621338, -1.9399538040161133, -1.9875768423080444, -2.0433568954467773, -2.0836095809936523, -2.010960102081299, -2.169158458709717, -2.2072207927703857, -2.2587027549743652, -2.1331076622009277, -2.3289618492126465, -2.384845495223999, -2.2557623386383057, -2.529437780380249, -2.403118371963501, -2.591167688369751, -2.4961540699005127, -2.6766610145568848, -2.5894646644592285, -2.7450647354125977, -2.7838943004608154, -2.7819769382476807, -2.885315179824829, -2.9755663871765137, -3.073732614517212, -3.1784801483154297, -3.277200698852539, -3.3914077281951904, -3.5147125720977783, -3.6362321376800537, -3.7308766841888428, -3.813999652862549, -3.841926336288452, -3.951472520828247, -3.9799141883850098, -3.927328586578369, -3.9884214401245117, -3.8855700492858887, -3.9034934043884277, -3.8539836406707764, -3.7904326915740967, -3.79368257522583, -3.7828221321105957, -3.7897119522094727, -3.8074631690979004, -3.8240866661071777, -3.834746837615967, -3.832596778869629, -3.8668832778930664, -3.8949379920959473, -3.891385555267334, -3.942077875137329, -3.9678335189819336, -3.989990234375, -4.030289649963379, -4.067386150360107, -4.100957870483398, -4.143375873565674, -4.172650337219238, -4.222350120544434, -4.287178993225098, -4.358161449432373, -4.466055393218994, -4.587705612182617, -4.7204365730285645, -4.857931613922119, -4.981827259063721, -5.107839107513428, -5.209409713745117, -5.333827495574951, -5.420014381408691, -5.513404369354248, -5.608306884765625, -5.729287624359131, -5.871196746826172, -6.007472515106201, -6.144830703735352, -6.244462966918945, -6.330082416534424, -6.413976669311523, -6.477252006530762, -6.512380599975586, -6.511474609375, -6.5132646560668945, -6.611339092254639, -6.947457313537598, -7.707151889801025, -9.14727783203125, -11.18016242980957]
ts_h	[-3.640254259109497, -3.820042610168457, -3.917210578918457, -3.7938191890716553, -3.712132453918457, -3.683868408203125, -3.6968166828155518, -3.704306125640869, -3.71689772605896, -3.7530996799468994, -3.8122241497039795, -3.887744188308716, -3.9713730812072754, -3.966804265975952, -3.9329679012298584, -3.886752128601074, -3.8615221977233887, -3.857846975326538, -3.871751546859741, -3.8851146697998047, -3.913992404937744, -3.9606425762176514, -3.965258836746216, -4.06003475189209, -4.137155055999756, -4.1816935539245605, -4.22596549987793, -4.266799449920654, -4.295567989349365, -4.3282575607299805, -4.359060764312744, -4.379905700683594, -4.404306888580322, -4.426177978515625, -4.369233131408691, -4.444345951080322, -4.455310821533203, -4.459718227386475, -4.470212936401367, -4.490103721618652, -4.516098499298096, -4.539608001708984, -4.576200008392334, -4.612996578216553, -4.517354965209961, -4.670888900756836, -4.703979015350342, -4.733188152313232, -4.607509136199951, -4.781368732452393, -4.812132358551025, -4.65479040145874, -4.8791608810424805, -4.720222473144531, -4.860409736633301, -4.719082832336426, -4.857520580291748, -4.697680950164795, -4.787569999694824, -4.770340919494629, -4.702444076538086, -4.714498996734619, -4.703596115112305, -4.667206764221191, -4.6275410652160645, -4.5816168785095215, -4.532065391540527, -4.4867353439331055, -4.4457268714904785, -4.419166088104248, -4.403531551361084, -4.343692302703857, -4.382544994354248, -4.381707191467285, -4.303450584411621, -4.359316349029541, -4.263878345489502, -4.286488056182861, -4.2321271896362305, -4.142134189605713, -4.101467132568359, -4.0272417068481445, -3.96586275100708, -3.916114330291748, -3.875080108642578, -3.848015308380127, -3.8057258129119873, -3.8024046421051025, -3.783054828643799, -3.718688488006592, -3.713454008102417, -3.674910068511963, -3.64652943611145, -3.649693012237549, -3.6439597606658936, -3.646256923675537, -3.650855779647827, -3.6530144214630127, -3.6874287128448486, -3.7249701023101807, -3.7523646354675293, -3.7910654544830322, -3.8251707553863525, -3.8475677967071533, -3.874696969985962, -3.9132628440856934, -3.9673092365264893, -4.025023460388184, -4.104676246643066, -4.15897274017334, -4.220163345336914, -4.270117282867432, -4.3188042640686035, -4.369074821472168, -4.405898094177246, -4.451489448547363, -4.475962162017822, -4.496988296508789, -4.517412185668945, -4.530524253845215, -4.548817157745361, -4.551168918609619, -4.563564300537109, -4.654967308044434, -4.982290267944336, -5.735339641571045, -7.167556285858154, -9.854508399963379]
eo4	[-3.293314218521118, -3.641535520553589, -3.528306484222412, -2.929304361343384, -2.609816312789917, -2.3920345306396484, -1.9539119005203247, -1.3423902988433838, -1.0405410528182983, -1.2809386253356934, -1.7736843824386597, -2.15874981880188, -2.3002848625183105, -2.1832151412963867, -1.93186354637146, -1.6728317737579346, -1.4864864349365234, -1.4022763967514038, -1.4403982162475586, -1.5267431735992432, -1.5815069675445557, -1.6557598114013672, -1.609389066696167, -1.6328585147857666, -1.6490740776062012, -1.748223066329956, -1.8429592847824097, -1.9231847524642944, -2.03513503074646, -2.1742515563964844, -2.3088202476501465, -2.3856329917907715, -2.4189207553863525, -2.441676378250122, -2.453911542892456, -2.594879627227783, -2.6514947414398193, -2.7096736431121826, -2.7503557205200195, -2.811664342880249, -2.8543384075164795, -2.898151397705078, -2.973968029022217, -3.0385489463806152, -2.968991756439209, -3.119203567504883, -3.161735773086548, -3.2036986351013184, -3.0625903606414795, -3.2108137607574463, -3.206399917602539, -3.0253212451934814, -3.2433838844299316, -3.060880184173584, -3.183072566986084, -3.019772529602051, -3.1307270526885986, -2.958889961242676, -3.046799659729004, -3.053483724594116, -3.0324313640594482, -3.0985782146453857, -3.142531633377075, -3.1945960521698, -3.2596006393432617, -3.355902910232544, -3.424891948699951, -3.5140817165374756, -3.6207687854766846, -3.714651107788086, -3.8197734355926514, -3.8162169456481934, -3.9046952724456787, -3.9604523181915283, -3.8776674270629883, -3.9339935779571533, -3.810670852661133, -3.844238042831421, -3.7660012245178223, -3.6957333087921143, -3.711805820465088, -3.736842155456543, -3.7075395584106445, -3.7368416786193848, -3.763444662094116, -3.785773992538452, -3.758319854736328, -3.8044111728668213, -3.824751853942871, -3.793882131576538, -3.848649501800537, -3.878377914428711, -3.9143688678741455, -4.00199556350708, -4.091465473175049, -4.170698165893555, -4.254763126373291, -4.294737815856934, -4.3522047996521, -4.437982082366943, -4.507681369781494, -4.628735065460205, -4.736126899719238, -4.867995262145996, -5.003556728363037, -5.149220943450928, -5.280087947845459, -5.376955986022949, -5.493456840515137, -5.614795207977295, -5.736273288726807, -5.857327461242676, -6.026744842529297, -6.229732036590576, -6.405261039733887, -6.552911281585693, -6.661879539489746, -6.704554557800293, -6.729014873504639, -6.698432445526123, -6.678094387054443, -6.663444519042969, -6.671268463134766, -6.758179187774658, -7.068419933319092, -7.83172082901001, -9.281509399414062, -11.242671966552734]
O:2	[-3.657250165939331, -3.942680597305298, -3.799354076385498, -3.2050867080688477, -2.854858160018921, -2.58487606048584, -2.1490604877471924, -1.5629545450210571, -1.312789797782898, -1.6483153104782104, -2.249192714691162, -2.6424920558929443, -2.657545566558838, -2.37422251701355, -2.0643439292907715, -1.8287886381149292, -1.7166128158569336, -1.7186167240142822, -1.7847133874893188, -1.8742879629135132, -1.8837450742721558, -1.8104267120361328, -1.6076436042785645, -1.4953701496124268, -1.4124348163604736, -1.3471492528915405, -1.3359776735305786, -1.3501935005187988, -1.3707913160324097, -1.400194764137268, -1.4359132051467896, -1.4801474809646606, -1.5100723505020142, -1.5151225328445435, -1.436625599861145, -1.4993846416473389, -1.5130828619003296, -1.5299551486968994, -1.5607832670211792, -1.6000306606292725, -1.654306411743164, -1.723543643951416, -1.8092286586761475, -1.8846838474273682, -1.8843272924423218, -2.1322836875915527, -2.2503557205200195, -2.3818628787994385, -2.3626954555511475, -2.669593334197998, -2.8242547512054443, -2.829401731491089, -3.2396364212036133, -3.2150919437408447, -3.5048906803131104, -3.526592254638672, -3.7962141036987305, -3.7881157398223877, -4.026424407958984, -4.1199164390563965, -4.143463134765625, -4.268648147583008, -4.368813514709473, -4.4567060470581055, -4.563081741333008, -4.646950721740723, -4.733063697814941, -4.802621364593506, -4.880049705505371, -4.934674263000488, -4.979368686676025, -4.962920665740967, -5.02480411529541, -5.023348808288574, -4.940156936645508, -4.9799604415893555, -4.843296527862549, -4.821048736572266, -4.748538494110107, -4.655924320220947, -4.624092102050781, -4.567749500274658, -4.537472724914551, -4.497377395629883, -4.454665660858154, -4.401163578033447, -4.327141761779785, -4.298709869384766, -4.259749412536621, -4.19148063659668, -4.204599380493164, -4.20589542388916, -4.232446193695068, -4.296090126037598, -4.353594779968262, -4.417196273803711, -4.469395160675049, -4.5134453773498535, -4.5876994132995605, -4.7022013664245605, -4.8529863357543945, -5.04905891418457, -5.255251884460449, -5.435688018798828, -5.581281661987305, -5.682801246643066, -5.767099380493164, -5.844882011413574, -5.9395751953125, -6.022183418273926, -6.120632648468018, -6.21884298324585, -6.32033634185791, -6.452549934387207, -6.581578254699707, -6.715188980102539, -6.830923080444336, -6.946568012237549, -7.035058975219727, -7.098097801208496, -7.132035255432129, -7.136071681976318, -7.153378486633301, -7.252263069152832, -7.591221809387207, -8.35103988647461, -9.763312339782715, -11.381929397583008]
m4	[-4.031684398651123, -4.2529706954956055, -3.921534776687622, -3.3054451942443848, -2.8660888671875, -2.3165841102600098, -1.7472776174545288, -1.3230199813842773, -1.4641084671020508, -2.0586624145507812, -2.610642910003662, -2.921536684036255, -2.8638617992401123, -2.5938117504119873, -2.414356231689453, -2.5497539043426514, -2.818812608718872, -3.1059410572052, -3.409156322479248, -3.656435012817383, -3.8047022819519043, -3.9155917167663574, -3.916335105895996, -4.142820358276367, -4.373018264770508, -4.5750017166137695, -4.637871742248535, -4.666336536407471, -4.683910369873047, -4.794802665710449, -4.884161472320557, -4.817575454711914, -4.7351484298706055, -4.72722864151001, -4.590594291687012, -4.641829967498779, -4.651979446411133, -4.649012088775635, -4.622029781341553, -4.617574214935303, -4.6212873458862305, -4.585643768310547, -4.6198015213012695, -4.6235127449035645, -4.510643005371094, -4.702723503112793, -4.71287202835083, -4.692572116851807, -4.539106845855713, -4.736634731292725, -4.798762321472168, -4.718565464019775, -4.97425651550293, -4.821288585662842, -4.9967803955078125, -4.937374114990234, -5.163116931915283, -5.049007415771484, -5.202225685119629, -5.1725239753723145, -5.114355087280273, -5.1972784996032715, -5.232675075531006, -5.2467827796936035, -5.298514366149902, -5.347278118133545, -5.4185614585876465, -5.453714847564697, -5.485891342163086, -5.50222635269165, -5.494802951812744, -5.4227728843688965, -5.459159851074219, -5.429208755493164, -5.326483249664307, -5.349503517150879, -5.259407043457031, -5.300745010375977, -5.236385345458984, -5.195295810699463, -5.193809509277344, -5.142821788787842, -5.14777135848999, -5.182920455932617, -5.232676982879639, -5.323762893676758, -5.37994909286499, -5.4700493812561035, -5.57351541519165, -5.651236534118652, -5.783666610717773, -5.900742530822754, -5.982675552368164, -6.088365077972412, -6.107424736022949, -6.051980972290039, -5.9876227378845215, -5.9096550941467285, -5.8856425285339355, -5.922027111053467, -5.991336822509766, -6.131930351257324, -6.2804388999938965, -6.395295143127441, -6.522522449493408, -6.662624835968018, -6.772769927978516, -6.891831398010254, -7.039849758148193, -7.179205894470215, -7.304206848144531, -7.428959846496582, -7.532673358917236, -7.6814374923706055, -7.785893440246582, -7.810644626617432, -7.825989246368408, -7.84777307510376, -7.8804450035095215, -7.84876823425293, -7.82426118850708, -7.789604187011719, -7.770299434661865, -7.8802008628845215, -8.271286010742188, -9.062379837036133, -10.435397148132324, -11.48019790649414]
U1	[-3.247075080871582, -3.57002854347229, -3.9829649925231934, -3.6025524139404297, -3.050447940826416, -2.7352170944213867, -2.718881368637085, -2.6471288204193115, -2.2345709800720215, -1.6861783266067505, -1.31805419921875, -1.3873143196105957, -1.8105415105819702, -2.1314759254455566, -2.326779842376709, -2.380676507949829, -2.30090069770813, -2.1387720108032227, -1.9372512102127075, -1.7307623624801636, -1.5916216373443604, -1.552903413772583, -1.554243564605713, -1.7425832748413086, -1.9296424388885498, -2.0446016788482666, -2.0956215858459473, -2.1465444564819336, -2.1922249794006348, -2.2051172256469727, -2.2085282802581787, -2.1970279216766357, -2.1915109157562256, -2.217522382736206, -2.1672613620758057, -2.2628602981567383, -2.270885467529297, -2.288708209991455, -2.333343029022217, -2.3897900581359863, -2.4466910362243652, -2.509387969970703, -2.584988594055176, -2.673107147216797, -2.6485254764556885, -2.88014554977417, -2.971386432647705, -3.074610471725464, -3.0352320671081543, -3.3369736671447754, -3.469863176345825, -3.427889347076416, -3.7714338302612305, -3.721204996109009, -3.9729251861572266, -3.943338632583618, -4.1746978759765625, -4.11240816116333, -4.313726425170898, -4.387070655822754, -4.403395652770996, -4.484313488006592, -4.570010185241699, -4.6363301277160645, -4.72307825088501, -4.797215461730957, -4.888394832611084, -4.96115255355835, -5.03322696685791, -5.076842308044434, -5.095080375671387, -5.069029808044434, -5.140572547912598, -5.137590408325195, -5.048769950866699, -5.077727317810059, -4.926447868347168, -4.9466986656188965, -4.887059211730957, -4.791875839233398, -4.782476425170898, -4.770526885986328, -4.772551536560059, -4.7802863121032715, -4.794567584991455, -4.797375679016113, -4.754707336425781, -4.726657390594482, -4.689212322235107, -4.612607955932617, -4.584403038024902, -4.541828155517578, -4.519589900970459, -4.540890216827393, -4.556248188018799, -4.590923309326172, -4.628161907196045, -4.650530815124512, -4.7136549949646, -4.794750213623047, -4.90199089050293, -5.064364433288574, -5.234767913818359, -5.412391662597656, -5.5832133293151855, -5.711348533630371, -5.828069686889648, -5.908833980560303, -6.023580074310303, -6.138993263244629, -6.273719787597656, -6.4076433181762695, -6.550719738006592, -6.660427093505859, -6.767881393432617, -6.853864669799805, -6.906761169433594, -6.924338340759277, -6.926652908325195, -6.906311511993408, -6.874440670013428, -6.840560436248779, -6.827053546905518, -6.9103684425354, -7.237428188323975, -7.9796037673950195, -9.388246536254883, -11.311417579650879]
ts	[-3.9118101596832275, -4.10266637802124, -4.226573944091797, -4.084504127502441, -3.947648286819458, -3.872451066970825, -3.8642404079437256, -3.8534116744995117, -3.8372435569763184, -3.8814351558685303, -3.9828245639801025, -4.09225606918335, -4.193540573120117, -4.190880298614502, -4.167857646942139, -4.141290187835693, -4.140842914581299, -4.1808366775512695, -4.231992244720459, -4.278023719787598, -4.339012145996094, -4.402229309082031, -4.41436767578125, -4.525546550750732, -4.598268508911133, -4.643706798553467, -4.693140029907227, -4.730311870574951, -4.75693416595459, -4.789398670196533, -4.821464538574219, -4.838728904724121, -4.862874984741211, -4.8912858963012695, -4.835270404815674, -4.91087532043457, -4.94135046005249, -4.948831081390381, -4.953126430511475, -4.97368860244751, -5.000636100769043, -5.008842468261719, -5.041269779205322, -5.0774736404418945, -4.964311122894287, -5.105705738067627, -5.136781692504883, -5.153358459472656, -5.020923137664795, -5.188594341278076, -5.212000370025635, -5.0658979415893555, -5.282176971435547, -5.128782749176025, -5.278246879577637, -5.14907169342041, -5.3078155517578125, -5.157199859619141, -5.258452415466309, -5.246413707733154, -5.1900811195373535, -5.2052741050720215, -5.211029529571533, -5.173669338226318, -5.14885139465332, -5.115668296813965, -5.087702751159668, -5.057496070861816, -5.037774562835693, -5.01747989654541, -5.010890483856201, -4.9616379737854, -5.002130031585693, -5.002435684204102, -4.942159652709961, -5.005729675292969, -4.913422584533691, -4.941197395324707, -4.89910888671875, -4.824305057525635, -4.801586627960205, -4.738106727600098, -4.688266754150391, -4.640821933746338, -4.607860565185547, -4.584142684936523, -4.532264232635498, -4.513674736022949, -4.488648891448975, -4.422090530395508, -4.412843704223633, -4.374600410461426, -4.341666221618652, -4.342846870422363, -4.333965301513672, -4.330556869506836, -4.331350803375244, -4.33502197265625, -4.36366605758667, -4.402337074279785, -4.425252914428711, -4.469081401824951, -4.506505489349365, -4.537952423095703, -4.5779829025268555, -4.620701313018799, -4.671884536743164, -4.722928047180176, -4.7948503494262695, -4.8475518226623535, -4.914059638977051, -4.966257572174072, -5.022393226623535, -5.070032596588135, -5.105098247528076, -5.143299579620361, -5.168230056762695, -5.182605743408203, -5.197970390319824, -5.197783470153809, -5.201464653015137, -5.1895599365234375, -5.183699607849121, -5.259742736816406, -5.5753655433654785, -6.326634407043457, -7.743890762329102, -10.295242309570312]
U6	[-3.307685613632202, -3.50190806388855, -3.5243260860443115, -3.044111967086792, -2.7450785636901855, -2.525944232940674, -2.0969600677490234, -1.5115342140197754, -1.1950526237487793, -1.408737301826477, -1.9021764993667603, -2.274164915084839, -2.3967483043670654, -2.1960203647613525, -1.8787345886230469, -1.5718282461166382, -1.373011827468872, -1.3064546585083008, -1.3498896360397339, -1.401559591293335, -1.4147852659225464, -1.4211534261703491, -1.3660224676132202, -1.4368553161621094, -1.497580647468567, -1.5474979877471924, -1.6170436143875122, -1.7317219972610474, -1.8354026079177856, -1.918683409690857, -1.9730931520462036, -2.0087356567382812, -2.033442735671997, -2.0534920692443848, -1.9934965372085571, -2.0862910747528076, -2.1098673343658447, -2.12575101852417, -2.162689208984375, -2.211855411529541, -2.263521432876587, -2.324434280395508, -2.382554769515991, -2.4391672611236572, -2.404165267944336, -2.633009433746338, -2.7242231369018555, -2.827089786529541, -2.766939878463745, -3.0451059341430664, -3.160670280456543, -3.111614465713501, -3.4684700965881348, -3.4093854427337646, -3.6677145957946777, -3.6613173484802246, -3.90865421295166, -3.8599162101745605, -4.057012557983398, -4.133449077606201, -4.159117221832275, -4.270400524139404, -4.366936206817627, -4.451026439666748, -4.521075248718262, -4.588876247406006, -4.674861431121826, -4.747206687927246, -4.798088550567627, -4.838573455810547, -4.875639915466309, -4.843299388885498, -4.8868818283081055, -4.886345863342285, -4.7885236740112305, -4.814323425292969, -4.676902770996094, -4.690563201904297, -4.632174491882324, -4.563891410827637, -4.568871974945068, -4.558230400085449, -4.565908432006836, -4.5625529289245605, -4.5496506690979, -4.543149471282959, -4.4853196144104, -4.461608409881592, -4.454308032989502, -4.403676509857178, -4.42413854598999, -4.431024074554443, -4.444728374481201, -4.493978023529053, -4.538985729217529, -4.5936598777771, -4.641103267669678, -4.680622100830078, -4.744029521942139, -4.826692581176758, -4.937306880950928, -5.093631744384766, -5.263464450836182, -5.4345245361328125, -5.596078395843506, -5.726284980773926, -5.822903156280518, -5.894465923309326, -5.9895710945129395, -6.091157913208008, -6.219325065612793, -6.351268291473389, -6.497912883758545, -6.6397294998168945, -6.756120681762695, -6.855079174041748, -6.927175045013428, -6.979434013366699, -7.0164055824279785, -7.022176742553711, -6.99852180480957, -6.945354461669922, -6.920835971832275, -6.984022617340088, -7.299941539764404, -8.031722068786621, -9.43877124786377, -11.316123962402344]
a4	[-3.508975028991699, -3.7311758995056152, -3.519754648208618, -3.0084195137023926, -2.7539868354797363, -2.4656808376312256, -1.8957408666610718, -1.3364639282226562, -1.2505308389663696, -1.6708807945251465, -2.1874749660491943, -2.4569101333618164, -2.5082156658172607, -2.3192222118377686, -2.0729665756225586, -1.8929916620254517, -1.8423550128936768, -1.9107688665390015, -2.0305843353271484, -2.1138510704040527, -2.094709873199463, -2.0044913291931152, -1.815959095954895, -1.7159334421157837, -1.6276241540908813, -1.5627604722976685, -1.5236274003982544, -1.49949049949646, -1.4865295886993408, -1.4976425170898438, -1.5237053632736206, -1.5668882131576538, -1.6284035444259644, -1.6921294927597046, -1.687593698501587, -1.8212460279464722, -1.8703742027282715, -1.9069814682006836, -1.9577819108963013, -2.0056118965148926, -2.050060987472534, -2.0902957916259766, -2.1384899616241455, -2.181209087371826, -2.1024136543273926, -2.276665687561035, -2.327014446258545, -2.376394033432007, -2.2455525398254395, -2.4294183254241943, -2.4850287437438965, -2.350022554397583, -2.6164028644561768, -2.4949166774749756, -2.676961898803711, -2.5710055828094482, -2.7541134357452393, -2.657503128051758, -2.7968850135803223, -2.8391857147216797, -2.8460769653320312, -2.953551769256592, -3.046316146850586, -3.131136894226074, -3.2257041931152344, -3.3253400325775146, -3.439131259918213, -3.5561842918395996, -3.6726388931274414, -3.767618417739868, -3.8542332649230957, -3.8795175552368164, -3.9929940700531006, -4.04186487197876, -4.002800941467285, -4.081121921539307, -3.996706247329712, -4.035027503967285, -3.9988505840301514, -3.9438254833221436, -3.957000970840454, -3.942898988723755, -3.953450918197632, -3.964932918548584, -3.9781339168548584, -3.993697166442871, -3.9802768230438232, -4.012207508087158, -4.039515972137451, -4.024253845214844, -4.062696933746338, -4.072996616363525, -4.0891313552856445, -4.130130767822266, -4.161875247955322, -4.1996283531188965, -4.241652488708496, -4.283928394317627, -4.352971076965332, -4.425533294677734, -4.510539531707764, -4.639035224914551, -4.774819374084473, -4.9199981689453125, -5.056203365325928, -5.1776041984558105, -5.2897629737854, -5.384738445281982, -5.497159957885742, -5.582505226135254, -5.679037094116211, -5.773461818695068, -5.8866868019104, -6.025688648223877, -6.165570259094238, -6.297010898590088, -6.399372577667236, -6.489751815795898, -6.572478771209717, -6.6251540184021, -6.65933084487915, -6.660123348236084, -6.669185638427734, -6.7595295906066895, -7.085505962371826, -7.833120822906494, -9.2654447555542, -11.202919960021973]
